Gene ID,Product Description,Gene Type
AARA000513,UPF0518 protein AGAP011705 [Source:Projected from Anopheles gambiae (AGAP011705) VB Community Annotation],protein coding gene
AARA000514,60S ribosomal protein L27a [Source:Projected from Anopheles gambiae (AGAP011706) VB Community Annotation],protein coding gene
AARA000515,unspecified product,protein coding gene
AARA000516,unspecified product,protein coding gene
AARA000517,unspecified product,protein coding gene
AARA000518,unspecified product,protein coding gene
AARA000519,transcription factor Tbx4 [Source:Projected from Anopheles gambiae (AGAP011711) VB Community Annotation],protein coding gene
AARA000522,unspecified product,protein coding gene
AARA000524,unspecified product,protein coding gene
AARA000525,"39S ribosomal protein L53, mitochondrial [Source:Projected from Anopheles gambiae (AGAP011716) VB Community Annotation]",protein coding gene
AARA000527,lysosomal acid lipase [Source:Projected from Anopheles gambiae (AGAP011718) VB Community Annotation],protein coding gene
AARA000528,unspecified product,protein coding gene
AARA000531,unspecified product,protein coding gene
AARA000535,mannose-1-phosphate guanylyltransferase [Source:Projected from Anopheles gambiae (AGAP011723) VB Community Annotation],protein coding gene
AARA000536,unspecified product,protein coding gene
AARA000538,unspecified product,protein coding gene
AARA000539,syntaxin [Source:Projected from Anopheles gambiae (AGAP011727) VB Community Annotation],protein coding gene
AARA000540,unspecified product,protein coding gene
AARA000541,unspecified product,protein coding gene
AARA000542,unspecified product,protein coding gene
AARA000543,Nonspecific nucleoside hydrolase [Source:Projected from Anopheles gambiae (AGAP011729) VB Community Annotation],protein coding gene
AARA000544,ADP-ribosylation factor-like protein [Source:Projected from Anopheles gambiae (AGAP011730) VB Community Annotation],protein coding gene
AARA000545,DNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A182HH42],protein coding gene
AARA000546,Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182HH43],protein coding gene
AARA000547,unspecified product,protein coding gene
AARA000553,unspecified product,protein coding gene
AARA000554,F-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182HH51],protein coding gene
AARA000555,F-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182HH52],protein coding gene
AARA000556,F-box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182HH53],protein coding gene
AARA000559,Bestrophin homolog [Source:Projected from Anopheles gambiae (AGAP011745) UniProtKB/TrEMBL;Acc:Q7PZ58],protein coding gene
AARA000560,unspecified product,protein coding gene
AARA000561,unspecified product,protein coding gene
AARA000562,unspecified product,protein coding gene
AARA000563,alpha-N-acetylglucosaminidase [Source:Projected from Anopheles gambiae (AGAP011750) VB Community Annotation],protein coding gene
AARA000564,Sorting nexin-33 [Source:Projected from Anopheles gambiae (AGAP011751) VB Community Annotation],protein coding gene
AARA000565,tRNA(His) guanylyltransferase [Source:Projected from Anopheles gambiae (AGAP011752) VB Community Annotation],protein coding gene
AARA000566,unspecified product,protein coding gene
AARA000567,unspecified product,protein coding gene
AARA000568,"cGMP 3',5'-cyclic phosphodiesterase subunit delta [Source:Projected from Anopheles gambiae (AGAP011756) VB Community Annotation]",protein coding gene
AARA000569,polyglutamine-binding protein [Source:Projected from Anopheles gambiae (AGAP011757) VB Community Annotation],protein coding gene
AARA000570,unspecified product,protein coding gene
AARA000571,unspecified product,protein coding gene
AARA000572,unspecified product,protein coding gene
AARA000573,unspecified product,protein coding gene
AARA000575,unspecified product,protein coding gene
AARA000576,ethanolaminephosphotransferase [Source:Projected from Anopheles gambiae (AGAP011766) VB Community Annotation],protein coding gene
AARA000577,protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [Source:Projected from Anopheles gambiae (AGAP011767) VB Community Annotation],protein coding gene
AARA000578,growth factor receptor-binding protein [Source:Projected from Anopheles gambiae (AGAP011768) VB Community Annotation],protein coding gene
AARA000579,fanconi anemia group D2 protein [Source:Projected from Anopheles gambiae (AGAP011769) VB Community Annotation],protein coding gene
AARA000580,low density lipoprotein receptor-related protein [Source:Projected from Anopheles gambiae (AGAP011770) VB Community Annotation],protein coding gene
AARA000581,unspecified product,protein coding gene
AARA000582,unspecified product,protein coding gene
AARA000583,unspecified product,protein coding gene
AARA000584,PHD finger protein [Source:Projected from Anopheles gambiae (AGAP011775) VB Community Annotation],protein coding gene
AARA000585,unspecified product,protein coding gene
AARA000586,unspecified product,protein coding gene
AARA000587,40S ribosomal protein SA [Source:UniProtKB/TrEMBL;Acc:A0A182HH84],protein coding gene
AARA000588,unspecified product,protein coding gene
AARA000591,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP011782) VB Community Annotation],protein coding gene
AARA000592,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP011783) VB Community Annotation],protein coding gene
AARA000593,unspecified product,protein coding gene
AARA000595,Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182HH92],protein coding gene
AARA000596,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP011791) VB Community Annotation],protein coding gene
AARA000597,CLIP-domain serine protease [Source:Projected from Anopheles gambiae (AGAP028725) VB Community Annotation],protein coding gene
AARA000599,unspecified product,protein coding gene
AARA000600,"solute carrier family 29 (equilibrative nucleoside transporter), member [Source:Projected from Anopheles gambiae (AGAP011796) VB Community Annotation]",protein coding gene
AARA000601,unspecified product,protein coding gene
AARA000603,Anaphase-promoting complex subunit [Source:Projected from Anopheles gambiae (AGAP011799) UniProtKB/TrEMBL;Acc:Q7PZ94],protein coding gene
AARA000604,Transaldolase [Source:UniProtKB/TrEMBL;Acc:A0A182HHA1],protein coding gene
AARA000605,coiled-coil domain-containing protein 22 homolog [Source:Projected from Anopheles gambiae (AGAP011801) VB Community Annotation],protein coding gene
AARA000606,60S ribosomal protein L39,protein coding gene
AARA000607,"28S ribosomal protein S27, mitochondrial [Source:Projected from Anopheles gambiae (AGAP011803) UniProtKB/TrEMBL;Acc:Q7PZ97]",protein coding gene
AARA000608,translation initiation factor 2D [Source:Projected from Anopheles gambiae (AGAP011804) VB Community Annotation],protein coding gene
AARA000609,unspecified product,protein coding gene
AARA000610,unspecified product,protein coding gene
AARA000611,unspecified product,protein coding gene
AARA000612,unspecified product,protein coding gene
AARA000613,unspecified product,protein coding gene
AARA000614,unspecified product,protein coding gene
AARA000615,unspecified product,protein coding gene
AARA000616,unspecified product,protein coding gene
AARA000617,unspecified product,protein coding gene
AARA000620,unspecified product,protein coding gene
AARA000621,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:A0A182HHB8],protein coding gene
AARA000622,unspecified product,protein coding gene
AARA000623,unspecified product,protein coding gene
AARA000624,unspecified product,protein coding gene
AARA000625,odorant receptor,protein coding gene
AARA000626,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like [Source:Projected from Anopheles gambiae (AGAP011814) VB Community Annotation]",protein coding gene
AARA000627,unspecified product,protein coding gene
AARA000628,unspecified product,protein coding gene
AARA000629,unspecified product,protein coding gene
AARA000630,unspecified product,protein coding gene
AARA000631,unspecified product,protein coding gene
AARA000632,S2P endopeptidase [Source:Projected from Anopheles gambiae (AGAP011819) VB Community Annotation],protein coding gene
AARA000633,unspecified product,protein coding gene
AARA000634,unspecified product,protein coding gene
AARA000635,unspecified product,protein coding gene
AARA000636,unspecified product,protein coding gene
AARA000637,unspecified product,protein coding gene
AARA000638,unspecified product,protein coding gene
AARA000639,ADP-ribosylation factor-like 6,protein coding gene
AARA000640,thioredoxin peroxidase 4,protein coding gene
AARA000641,unspecified product,protein coding gene
AARA000642,cytochrome c oxidase assembly protein subunit [Source:Projected from Anopheles gambiae (AGAP011826) VB Community Annotation],protein coding gene
AARA000643,acetyl-CoA acyltransferase [Source:Projected from Anopheles gambiae (AGAP011827) VB Community Annotation],protein coding gene
AARA000644,Cathepsin L [Source:Projected from Anopheles gambiae (AGAP011828) UniProtKB/TrEMBL;Acc:A0A1S4H7P0],protein coding gene
AARA000645,NADH dehydrogenase (ubiquinone) 1 beta subcomplex [Source:Projected from Anopheles gambiae (AGAP011829) VB Community Annotation],protein coding gene
AARA000647,Death-associated protein [Source:Projected from Anopheles gambiae (AGAP011832) VB Community Annotation],protein coding gene
AARA000648,enoyl-CoA hydratase [Source:Projected from Anopheles gambiae (AGAP011833) VB Community Annotation],protein coding gene
AARA000649,mitochondrial trans-2-enoyl-CoA reductase [Source:Projected from Anopheles gambiae (AGAP011834) VB Community Annotation],protein coding gene
AARA000650,unspecified product,protein coding gene
AARA000651,unspecified product,protein coding gene
AARA000652,U6 snRNA-associated Sm-like protein LSm8 [Source:UniProtKB/TrEMBL;Acc:A0A182HHE9],protein coding gene
AARA000653,unspecified product,protein coding gene
AARA000654,mitochondrial uncoupling protein [Source:Projected from Anopheles gambiae (AGAP011839) VB Community Annotation],protein coding gene
AARA000657,signal peptidase complex subunit [Source:Projected from Anopheles gambiae (AGAP011842) VB Community Annotation],protein coding gene
AARA000658,unspecified product,protein coding gene
AARA000659,unspecified product,protein coding gene
AARA000660,Histone H2A [Source:UniProtKB/TrEMBL;Acc:A0A182HHF7],protein coding gene
AARA000661,cytochrome b-561 domain containing protein [Source:Projected from Anopheles gambiae (AGAP011846) VB Community Annotation],protein coding gene
AARA000662,unspecified product,protein coding gene
AARA000663,unspecified product,protein coding gene
AARA000664,Elongation of very long chain fatty acids protein [Source:UniProtKB/TrEMBL;Acc:A0A182HHG1],protein coding gene
AARA000665,unspecified product,protein coding gene
AARA000666,unspecified product,protein coding gene
AARA000667,unspecified product,protein coding gene
AARA000668,Ubiquitin carboxyl-terminal hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A182HHG5],protein coding gene
AARA000669,unspecified product,protein coding gene
AARA000670,Short-chain dehydrogenease/reductase [Source:Projected from Anopheles gambiae (AGAP011852) VB Community Annotation],protein coding gene
AARA000671,zinc finger HIT domain-containing protein [Source:Projected from Anopheles gambiae (AGAP011858) VB Community Annotation],protein coding gene
AARA000672,Beta-glucuronidase [Source:UniProtKB/TrEMBL;Acc:A0A182HHG9],protein coding gene
AARA000673,unspecified product,protein coding gene
AARA000674,matrix metalloprotease [Source:Projected from Anopheles gambiae (AGAP011870) VB Community Annotation],protein coding gene
AARA000675,E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A182HHH2],protein coding gene
AARA000677,Zinc finger protein [Source:Projected from Anopheles gambiae (AGAP011876) UniProtKB/TrEMBL;Acc:A0A1S4H8P9],protein coding gene
AARA000678,unspecified product,protein coding gene
AARA000679,unspecified product,protein coding gene
AARA000680,unspecified product,protein coding gene
AARA000681,G patch domain containing [Source:Projected from Anopheles gambiae (AGAP011880) VB Community Annotation],protein coding gene
